text,aku_text_id,aku_url,n_signs,genre,textinhalt_raw,datierung,epoche,date_start,date_end,date_mid,register,notes
"Kairo, Institut français d’archéologie orientale, SA 8385",137768,https://aku-pal.uni-mainz.de/texts/137768,33,Administrativer Text,Administrativer Text (Document of absence or presence),"Neues Reich, 19. Dynastie, Siptah, Regierungsjahr 1 – Neues Reich, 19. Dynastie, Siptah, Regierungsjahr 2",Neues Reich,-1194,-1192,-1193,,
"Turin, Museo Egizio, CGT 57036",138927,https://aku-pal.uni-mainz.de/texts/138927,33,Administrativer Text,Administrativer Text (Progress report),"Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 24",Neues Reich,-1161,-1160,-1160,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 11240",5000937,https://aku-pal.uni-mainz.de/texts/5000937,33,Kemit,Kemit,"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
D. Hatnub 14,5000365,https://aku-pal.uni-mainz.de/texts/5000365,32,Biographischer Text,Biographischer Text,"Erste Zwischenzeit, 9./10. Dynastie, Nehri I. (Nomarch), Regierungsjahr 4",Erste Zwischenzeit,-2160,-2025,-2092,,
"Turin, Museo Egizio, CGT 57026",138917,https://aku-pal.uni-mainz.de/texts/138917,32,Haushaltsliste,Haushaltsliste (Document of absence or presence),"Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 23, Tag 28 – Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 23, Monat 2, Jahreszeit ꜣḫ.t, Tag 8",Neues Reich,-1162,-1161,-1162,,
"Kairo, Institut français d’archéologie orientale, 402",137008,https://aku-pal.uni-mainz.de/texts/137008,32,Administrativer Text,"Administrativer Text (Deliveries and/or deficits of rations, Events, Document of absence or presence)","Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 31, Monat 1, Jahreszeit šm.w, Tag 26 – Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 31, Monat 1, Jahreszeit šm.w, Tag 29",Neues Reich,-1154,-1153,-1154,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 12625",139939,https://aku-pal.uni-mainz.de/texts/139939,32,Administrativer Text,"Administrativer Text (Delivery or deficits of products, Duty roster, Workmen's marks)","Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 31",Neues Reich,-1154,-1153,-1154,,
"Kairo, Institut français d’archéologie orientale, DeM 591",137450,https://aku-pal.uni-mainz.de/texts/137450,32,Administrativer Text,Administrativer Text (Deliveries and/or deficits of products),"Neues Reich, 19. Dynastie, Siptah – Neues Reich, 19. Dynastie, Tausret",Neues Reich,-1194,-1186,-1190,,
D. Assiut N13.1 TO1,5000147,https://aku-pal.uni-mainz.de/texts/5000147,32,nicht spezifiziert,nicht spezifiziert,"Neues Reich, 20. Dynastie, Ramses XI., Regierungsjahr 1, Monat 4, Jahreszeit ꜣḫ.t, Tag 12",Neues Reich,-1099,-1098,-1098,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 14203",5000948,https://aku-pal.uni-mainz.de/texts/5000948,32,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Leipzig, Ägyptisches Museum der Universität Leipzig – Georg Steindorff, 3956",5000962,https://aku-pal.uni-mainz.de/texts/5000962,32,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, 2565",5001053,https://aku-pal.uni-mainz.de/texts/5001053,32,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"London, British Museum, EA 10222",381206,https://aku-pal.uni-mainz.de/texts/381206,31,Literarischer Text,Literarischer Text (Satire on Trades),Neues Reich,Neues Reich,-1550,-1069,-1310,,
"Kairo, Institut français d’archéologie orientale, 3",136957,https://aku-pal.uni-mainz.de/texts/136957,31,Administrativer Text,Administrativer Text (Deliveries and/or deficits of rations),"Neues Reich, 19. Dynastie, Sethos I., Regierungsjahr 3, Monat 1, Jahreszeit ꜣḫ.t, Tag 30",Neues Reich,-1292,-1291,-1292,,
D. Assiut N13.1 TN41,5000501,https://aku-pal.uni-mainz.de/texts/5000501,31,Besuchertext,Besuchertext (Scribe Men),"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 1, Monat 4, Jahreszeit šm.w, Tag 19",Neues Reich,-1390,-1389,-1390,,
"Kairo, Institut français d’archéologie orientale, 405",137005,https://aku-pal.uni-mainz.de/texts/137005,31,Administrativer Text,Administrativer Text (Deliveries and/or deficits of rations),"Neues Reich, 19. Dynastie, Ramses II., Regierungsjahr 41 – Neues Reich, 19. Dynastie, Tausret",Neues Reich,-1239,-1186,-1212,,
"Kairo, Institut français d’archéologie orientale, DeM 565",137424,https://aku-pal.uni-mainz.de/texts/137424,31,Namenliste/Onomasticon,Namenliste/Onomasticon,"Neues Reich, 20. Dynastie, Ramses III.",Neues Reich,-1184,-1153,-1168,,
"London, Petrie Museum of Egyptian Archaeology, UC 31911",5000978,https://aku-pal.uni-mainz.de/texts/5000978,31,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
D. Hatnub 22,5000357,https://aku-pal.uni-mainz.de/texts/5000357,30,Biographischer Text,Biographischer Text,"Erste Zwischenzeit, 9./10. Dynastie, Nehri I. (Nomarch), Regierungsjahr 7",Erste Zwischenzeit,-2160,-2025,-2092,,
"Leiden, Rijksmuseum van Oudheden, AAL 146bis a",5000547,https://aku-pal.uni-mainz.de/texts/5000547,30,Nicht spezifizierter Funerärer Text,Nicht spezifizierter Funerärer Text (Totenschein),"Altes Reich, 4. Dynastie",Altes Reich,-2613,-2494,-2554,,
"Turin, Museo Egizio, CGT 57039",138930,https://aku-pal.uni-mainz.de/texts/138930,30,Namenliste/Onomasticon,Namenliste/Onomasticon (Document of absence or presence),"Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 24, Monat 4, Jahreszeit šm.w, Tag 23 – Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 24, Monat 4, Jahreszeit šm.w, Tag 24",Neues Reich,-1161,-1160,-1160,,
"Kairo, Institut français d’archéologie orientale, 78",137463,https://aku-pal.uni-mainz.de/texts/137463,30,Administrativer Text,Administrativer Text (Deliveries and/or deficitis of products; Account of absence or presence.),"Neues Reich, 20. Dynastie, Ramses III., Monat 4, Jahreszeit ꜣḫ.t, Tag 15 – Neues Reich, 20. Dynastie, Ramses III., Monat 4, Jahreszeit ꜣḫ.t, Tag 18",Neues Reich,-1184,-1153,-1168,,
D. Assiut N13.1 TS7,5000732,https://aku-pal.uni-mainz.de/texts/5000732,30,Fürbitte,Fürbitte (Scribe Amunmes),"Neues Reich, 20. Dynastie",Neues Reich,-1186,-1069,-1128,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 10638",5000934,https://aku-pal.uni-mainz.de/texts/5000934,30,Kemit,Kemit,"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"London, British Museum, EA 5641",5000955,https://aku-pal.uni-mainz.de/texts/5000955,30,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Paris, Musée du Louvre, AF 497",5000981,https://aku-pal.uni-mainz.de/texts/5000981,30,Kemit,Kemit,"Zweite Zwischenzeit, 17. Dynastie – Neues Reich, 18. Dynastie",Zweite Zwischenzeit,-1580,-1295,-1438,,
"Straßburg, Bibliothèque nationale et universitaire de Strasbourg, H. hier. 5",137115,https://aku-pal.uni-mainz.de/texts/137115,29,Administrativer Text,Administrativer Text (Duty roster),"Neues Reich, 20. Dynastie, Ramses IV., Regierungsjahr 1, Monat 1, Jahreszeit šm.w, Tag 1 – Neues Reich, 20. Dynastie, Ramses IV., Regierungsjahr 2, Monat 3, Jahreszeit ꜣḫ.t, Tag 15",Neues Reich,-1153,-1151,-1152,,
"London, British Museum, EA 10477",134299,https://aku-pal.uni-mainz.de/texts/134299,29,Totenbuch,Totenbuch,"Neues Reich, 18. Dynastie, Hatschepsut – Neues Reich, 18. Dynastie, Amenhotep II.",Neues Reich,-1473,-1400,-1436,,
"Kairo, Institut français d’archéologie orientale, 2606-I",5001058,https://aku-pal.uni-mainz.de/texts/5001058,29,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, OL 7",5001095,https://aku-pal.uni-mainz.de/texts/5001095,29,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Ägyptisches Museum, CG 58038",5000367,https://aku-pal.uni-mainz.de/texts/5000367,28,Hymnus im Götterkult,Hymnus im Götterkult,"Neues Reich, 18. Dynastie, Amenhotep II.",Neues Reich,-1427,-1400,-1414,,
"Kairo, Institut français d’archéologie orientale, 416",137029,https://aku-pal.uni-mainz.de/texts/137029,28,Administrativer Text,Administrativer Text (Deliveries and/or deficits of rations),"Neues Reich, 19. Dynastie, Monat 3, Jahreszeit pr.t, Tag 7",Neues Reich,-1295,-1186,-1240,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 1122",136271,https://aku-pal.uni-mainz.de/texts/136271,28,Administrativer Text,Administrativer Text (Deliveries and/or deficits of rations),"Neues Reich, 19. Dynastie, Monat 2, Jahreszeit pr.t, Tag 6 – Neues Reich, 20. Dynastie, Monat 2, Jahreszeit pr.t, Tag 17",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, OL 26",5001110,https://aku-pal.uni-mainz.de/texts/5001110,28,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Oxford, Ashmolean Museum, ANAsh.Mus.H.O.1075",5001164,https://aku-pal.uni-mainz.de/texts/5001164,28,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"London, Petrie Museum of Egyptian Archaeology, 32057",5000318,https://aku-pal.uni-mainz.de/texts/5000318,27,Medizinischer Text,Medizinischer Text (Gynäkologischer Papyrus Kahun),"Mittleres Reich, 12. Dynastie, Amenemhet III.",Mittleres Reich,-1831,-1786,-1808,,
"Leiden, Rijksmuseum van Oudheden, AAL 146 a",5000546,https://aku-pal.uni-mainz.de/texts/5000546,27,Nicht spezifizierter Funerärer Text,Nicht spezifizierter Funerärer Text (Totenschein),"Altes Reich, 4. Dynastie",Altes Reich,-2613,-2494,-2554,,
D. Assiut N13.1 TS18,5000632,https://aku-pal.uni-mainz.de/texts/5000632,27,Lehre,Lehre (Khety),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 14238",5000951,https://aku-pal.uni-mainz.de/texts/5000951,27,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"London, Petrie Museum of Egyptian Archaeology, UC 31909",5000974,https://aku-pal.uni-mainz.de/texts/5000974,27,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, 2600",5001062,https://aku-pal.uni-mainz.de/texts/5001062,27,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, OL 31",5001083,https://aku-pal.uni-mainz.de/texts/5001083,27,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, 17",136974,https://aku-pal.uni-mainz.de/texts/136974,26,Administrativer Text,Administrativer Text (Deliveries and/or deficits of rations),"Neues Reich, 19. Dynastie, Sethos I., Regierungsjahr 3, Monat 2, Jahreszeit šm.w, Tag 12",Neues Reich,-1292,-1291,-1292,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 12384",139932,https://aku-pal.uni-mainz.de/texts/139932,26,Administrativer Text,"Administrativer Text (Duty roster, Deliveries and/or deficits, Document of absence or presence)","Neues Reich, 20. Dynastie, Ramses IV., Regierungsjahr 2",Neues Reich,-1152,-1151,-1152,,
D. Assiut N13.1 TW35,5000731,https://aku-pal.uni-mainz.de/texts/5000731,26,Fürbitte,Fürbitte (Scribe Pashedu(?)),"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"London, British Museum, EA 10470",134357,https://aku-pal.uni-mainz.de/texts/134357,26,Totenbuch,Totenbuch,"Neues Reich, 19. Dynastie",Neues Reich,-1295,-1186,-1240,,
"London, Petrie Museum of Egyptian Archaeology, UC 31910",5000976,https://aku-pal.uni-mainz.de/texts/5000976,26,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, 2515",5001060,https://aku-pal.uni-mainz.de/texts/5001060,26,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
O. Amarna EA 330,5001071,https://aku-pal.uni-mainz.de/texts/5001071,26,Kemit,Kemit,"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3049",5000026,https://aku-pal.uni-mainz.de/texts/5000026,25,Hymnus im Götterkult,Hymnus im Götterkult,"Dritte Zwischenzeit, 22.–23. Dynastie",Dritte Zwischenzeit,-945,-715,-830,,
D. Hatnub 20,5000298,https://aku-pal.uni-mainz.de/texts/5000298,25,Biographischer Text,Biographischer Text,"Erste Zwischenzeit, 9./10. Dynastie, Nehri I. (Nomarch), Regierungsjahr 6",Erste Zwischenzeit,-2160,-2025,-2092,,
D. Assiut N13.1 TN17,5000491,https://aku-pal.uni-mainz.de/texts/5000491,25,Besuchertext,"Besuchertext (Scribe Ir, temple of Djefai-Hapi)","Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
D. Assiut N13.1 TN36,5000494,https://aku-pal.uni-mainz.de/texts/5000494,25,Historischer Vermerk,Historischer Vermerk (Scribe Neb-(?)),"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 1",Neues Reich,-1390,-1389,-1390,,
"Kairo, Institut français d’archéologie orientale, 895",138343,https://aku-pal.uni-mainz.de/texts/138343,25,Administrativer Text,Administrativer Text (Deliveries and/or Deficits of products; Account of absence/presence),"Neues Reich, 20. Dynastie, Ramses IV., Regierungsjahr 2 – Neues Reich, 20. Dynastie, Ramses V., Regierungsjahr 2",Neues Reich,-1152,-1145,-1148,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 15292",140033,https://aku-pal.uni-mainz.de/texts/140033,25,Namenliste/Onomasticon,Namenliste/Onomasticon,"Neues Reich, 19. Dynastie",Neues Reich,-1295,-1186,-1240,,
"Kairo, Institut français d’archéologie orientale, 96",137098,https://aku-pal.uni-mainz.de/texts/137098,25,Administrativer Text,Administrativer Text (Deliveries and/or deficits of products),"Neues Reich, 20. Dynastie, Monat 2, Jahreszeit ꜣḫ.t, Tag 30 – Neues Reich, 20. Dynastie, Monat 4, Jahreszeit pr.t",Neues Reich,-1186,-1069,-1128,,
"London, British Museum, EA 29548",5000916,https://aku-pal.uni-mainz.de/texts/5000916,25,Kemit,Kemit,"Neues Reich, 19. Dynastie",Neues Reich,-1295,-1186,-1240,,
"Kairo, Institut français d’archéologie orientale, 2506",5001052,https://aku-pal.uni-mainz.de/texts/5001052,25,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Oxford, Ashmolean Museum, ANAsh.Mus.H.O.1072",5001163,https://aku-pal.uni-mainz.de/texts/5001163,25,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
D. Hatnub 23,5000283,https://aku-pal.uni-mainz.de/texts/5000283,24,Biographischer Text,Biographischer Text,"Erste Zwischenzeit, 9./10. Dynastie, Nehri I. (Nomarch), Regierungsjahr 7",Erste Zwischenzeit,-2160,-2025,-2092,,
"Paris, Musée du Louvre, AE/E 3230 a",5000078,https://aku-pal.uni-mainz.de/texts/5000078,24,Brief,Brief (an einen Lebenden),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Kairo, Institut français d’archéologie orientale, 93",137453,https://aku-pal.uni-mainz.de/texts/137453,24,Administrativer Text,Administrativer Text (Document of absence),"Neues Reich, 19. Dynastie, Merenptah, Regierungsjahr 8, Monat 3, Jahreszeit pr.t, Tag 5 – Neues Reich, 19. Dynastie, Tausret, Regierungsjahr 8, Monat 3, Jahreszeit pr.t, Tag 5",Neues Reich,-1206,-1206,-1206,,
"Turin, Museo Egizio, CGT 57469",136961,https://aku-pal.uni-mainz.de/texts/136961,24,Administrativer Text,"Administrativer Text (Deliveries and/or deficits of products (pottery, wood))","Neues Reich, 19. Dynastie, Sethos I., Regierungsjahr 3",Neues Reich,-1292,-1291,-1292,,
D. Assiut N13.1 TAS6,5000676,https://aku-pal.uni-mainz.de/texts/5000676,24,Kolophon,"Kolophon (Scribe Nebnefer, praise to scribe)","Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"London, British Museum, EA 10245",322162,https://aku-pal.uni-mainz.de/texts/322162,23,Literarischer Text,Literarischer Text,"Neues Reich, 19. Dynastie, Sethos II.",Neues Reich,-1200,-1194,-1197,,
D. Hatnub 16,5000282,https://aku-pal.uni-mainz.de/texts/5000282,23,Biographischer Text,Biographischer Text,"Erste Zwischenzeit, 9./10. Dynastie, Nehri I. (Nomarch), Regierungsjahr 5",Erste Zwischenzeit,-2160,-2025,-2092,,
"Kairo, Institut français d’archéologie orientale, 4",136958,https://aku-pal.uni-mainz.de/texts/136958,23,Administrativer Text,Administrativer Text (Deliveries and/or deficits of rations),"Neues Reich, 19. Dynastie, Sethos I., Regierungsjahr 3, Monat 2, Jahreszeit ꜣḫ.t, Tag 30",Neues Reich,-1292,-1291,-1292,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 11249",140059,https://aku-pal.uni-mainz.de/texts/140059,23,Administrativer Text,Administrativer Text (Deliveries and/or deficits of products),"Neues Reich, 20. Dynastie",Neues Reich,-1186,-1069,-1128,,
"Kairo, Institut français d’archéologie orientale, 2505",5001021,https://aku-pal.uni-mainz.de/texts/5001021,23,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Turin, Museo Egizio, CGT 57153",138997,https://aku-pal.uni-mainz.de/texts/138997,22,Administrativer Text,Administrativer Text (Deliveries and/or deficits; Events; Account of absence or presence),"Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 26, Monat 4, Jahreszeit pr.t, Tag 25 – Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 26, Monat 1, Jahreszeit šm.w, Tag 15",Neues Reich,-1159,-1158,-1158,,
D. Assiut N13.1 TAS3,5000666,https://aku-pal.uni-mainz.de/texts/5000666,22,Brief,"Brief (an einen Lebenden) (Letter of scribe Neferit(?) to brother Amenhotep, brother of Khaemwaset. Hathor)","Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 14657",140012,https://aku-pal.uni-mainz.de/texts/140012,22,Administrativer Text,Administrativer Text (Deliveries and/or deficits of products (fish)),"Neues Reich, 20. Dynastie, Ramses IV., Regierungsjahr 1, Monat 1, Jahreszeit šm.w, Tag 2",Neues Reich,-1153,-1152,-1152,,
"Kairo, Institut français d’archéologie orientale, 2508",5001018,https://aku-pal.uni-mainz.de/texts/5001018,22,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, 2504",5001023,https://aku-pal.uni-mainz.de/texts/5001023,22,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, 2572",5001031,https://aku-pal.uni-mainz.de/texts/5001031,22,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Paris, Musée du Louvre, N 815",5000158,https://aku-pal.uni-mainz.de/texts/5000158,21,Administrativer Text,Administrativer Text,"Spätzeit, 26. Dynastie, Apries Haaibre, Regierungsjahr 1, Monat 2, Jahreszeit pr.t",Spätzeit,-589,-588,-588,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 11301",5000303,https://aku-pal.uni-mainz.de/texts/5000303,21,Brief,Brief (an einen Lebenden),"Altes Reich, 5. Dynastie, Djedkare",Altes Reich,-2414,-2375,-2394,,
D. Assiut N13.1 TN5,5000484,https://aku-pal.uni-mainz.de/texts/5000484,21,Besuchertext,"Besuchertext (scribe Duau (?), Temple of Djefaihapi, sky of myrrh)","Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
D. Assiut N13.1 TN39,5000499,https://aku-pal.uni-mainz.de/texts/5000499,21,Besuchertext,Besuchertext,"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"München, Staatliche Sammlung Ägyptischer Kunst, ÄS 3402",5000972,https://aku-pal.uni-mainz.de/texts/5000972,21,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
O. DEM_2019_M25_167,5001129,https://aku-pal.uni-mainz.de/texts/5001129,21,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
D. Medum 5,5000230,https://aku-pal.uni-mainz.de/texts/5000230,20,Besuchertext,Besuchertext,"Neues Reich, 18. Dynastie, Thutmosis III., Regierungsjahr 41, Monat 3, Jahreszeit šm.w, Tag 22",Neues Reich,-1439,-1438,-1438,,
"London, Petrie Museum of Egyptian Archaeology, UC 32783",5000259,https://aku-pal.uni-mainz.de/texts/5000259,20,Brief,Brief (an einen Lebenden),"Neues Reich, 18. Dynastie, Amenhotep IV./Echnaton, Regierungsjahr 5",Neues Reich,-1348,-1347,-1348,,
"Turin, Museo Egizio, CGT 57283",139069,https://aku-pal.uni-mainz.de/texts/139069,20,Namenliste/Onomasticon,Namenliste/Onomasticon,"Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 24",Neues Reich,-1161,-1160,-1160,,
"Kairo, Institut français d’archéologie orientale, SA 115",137744,https://aku-pal.uni-mainz.de/texts/137744,20,Namenliste/Onomasticon,Namenliste/Onomasticon (Document of absence or presence),"Neues Reich, 19. Dynastie, Sethos II., Regierungsjahr 4",Neues Reich,-1197,-1196,-1196,,
"Kairo, Institut français d’archéologie orientale, 1884",137737,https://aku-pal.uni-mainz.de/texts/137737,20,Rechnung,Rechnung (Account of materials and equipment),"Neues Reich, 20. Dynastie, Ramses IV., Regierungsjahr 5 – Neues Reich, 20. Dynastie, Ramses IV.",Neues Reich,-1149,-1147,-1148,,
D. Assiut N13.1 TW14,5000722,https://aku-pal.uni-mainz.de/texts/5000722,20,Fürbitte,Fürbitte,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Turin, Museo Egizio, CGT 57007",138903,https://aku-pal.uni-mainz.de/texts/138903,20,nicht spezifiziert,nicht spezifiziert,"Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 28 – Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 29",Neues Reich,-1157,-1155,-1156,,
"London, British Museum, EA 9900",134286,https://aku-pal.uni-mainz.de/texts/134286,20,Totenbuch,Totenbuch,"Neues Reich, 18. Dynastie, Thutmosis IV.",Neues Reich,-1400,-1390,-1395,,
"Kairo, Institut français d’archéologie orientale, OL 41",5001089,https://aku-pal.uni-mainz.de/texts/5001089,20,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
O. DEM_2019_M25_140,5001136,https://aku-pal.uni-mainz.de/texts/5001136,20,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"London, British Museum, EA 10184",5000435,https://aku-pal.uni-mainz.de/texts/5000435,19,Königsname und Titel,Königsname und Titel,"Neues Reich, 19. Dynastie, Ramses II., Regierungsjahr 56",Neues Reich,-1224,-1223,-1224,,
"Kairo, Institut français d’archéologie orientale, SA 8564",137769,https://aku-pal.uni-mainz.de/texts/137769,19,Administrativer Text,Administrativer Text (Name list),"Neues Reich, 19. Dynastie, Siptah",Neues Reich,-1194,-1188,-1191,,
"Kairo, Institut français d’archéologie orientale, 107",137476,https://aku-pal.uni-mainz.de/texts/137476,19,Administrativer Text,Administrativer Text (Document of absence or presence),"Neues Reich, 20. Dynastie, Ramses IV., Monat 1, Jahreszeit pr.t, Tag 1 – Neues Reich, 20. Dynastie, Ramses IV., Monat 1, Jahreszeit pr.t, Tag 16",Neues Reich,-1153,-1147,-1150,,
"Turin, Museo Egizio, CGT 57479",139152,https://aku-pal.uni-mainz.de/texts/139152,19,Administrativer Text,Administrativer Text (Name list),"Neues Reich, 20. Dynastie, Ramses IV. – Neues Reich, 20. Dynastie",Neues Reich,-1153,-1069,-1111,,
"Turin, Museo Egizio, CGT 57189",139018,https://aku-pal.uni-mainz.de/texts/139018,19,Administrativer Text,Administrativer Text (Deliveries and/or deficits (various)),"Neues Reich, 20. Dynastie, Ramses III., Monat 2, Jahreszeit pr.t, Tag 2 – Neues Reich, 20. Dynastie, Ramses III., Monat 2, Jahreszeit pr.t, Tag 20",Neues Reich,-1184,-1153,-1168,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 14302",139986,https://aku-pal.uni-mainz.de/texts/139986,19,Administrativer Text,Administrativer Text (Deliveries and/or deficits of products),"Neues Reich, 20. Dynastie, Ramses IV., Regierungsjahr 3, Monat 2, Jahreszeit ꜣḫ.t, Tag 12 – Neues Reich, 20. Dynastie, Ramses IV., Regierungsjahr 3, Monat 2, Jahreszeit ꜣḫ.t",Neues Reich,-1151,-1150,-1150,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 14210",139966,https://aku-pal.uni-mainz.de/texts/139966,19,Administrativer Text,Administrativer Text (Deliveries and/or deficits of products (rations)),"Neues Reich, 20. Dynastie",Neues Reich,-1186,-1069,-1128,,
"Amsterdam, University Library, Dortmond 22 Boston (MA), Museum of Fine Arts, 22.401 London, British Museum, EA 10489 New York City, Metropolitan Museum of Art, 30.8.70 a-b",133544,https://aku-pal.uni-mainz.de/texts/133544,19,Totenbuch,Totenbuch,"Neues Reich, 18. Dynastie, Thutmosis III. (Alleinregierung) – Neues Reich, 18. Dynastie, Amenhotep II.",Neues Reich,-1458,-1400,-1429,,
"Heidelberg, Sammlung des Ägyptologischen Instituts der Universität Heidelberg, 214",5000966,https://aku-pal.uni-mainz.de/texts/5000966,19,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
