"sign ID","grapheme ID","mdc"
"32505","372","M23"
"32506","1746","N17"
"32507","381","M36"
"32508","428","N41"
"32509","432","N35"
"32510","432","N35"
"32511","432","N35"
"32512","432","N35"
"32513","432","N35"
"32514","432","N35"
"32515","432","N35"
"32516","432","N35"
"32517","432","N35"
"32518","509","Q3"
"32519","509","Q3"
"32520","509","Q3"
"32521","509","Q3"
"32522","478","O34"
"32523","478","O34"
"32524","1650","Aa16"
"32525","746","Aa1"
"32526","746","Aa1"
"32527","739","Z1"
"32528","739","Z1"
"32529","739","Z1"
"32530","734","Y1"
"32531","734","Y1"
"32532","732","X8"
"32533","728","X1"
"32534","728","X1"
"32535","728","X1"
"32536","728","X1"
"32537","728","X1"
"32538","728","X1"
"32539","728","X1"
"32540","728","X1"
"32541","728","X1"
"32542","711","W24"
"32543","711","W24"
"32544","711","W24"
"32545","711","W24"
"32546","699","V31"
"32547","699","V31"
"32548","699","V31"
"32549","699","V31"
"32550","699","V31"
"32552","699","V31"
"32553","699","V31"
"32554","698","V30"
"32555","695","V28"
"32557","695","V28"
"32558","587","S29"
"32559","587","S29"
"32560","587","S29"
"32561","587","S29"
"32562","587","S29"
"32563","587","S29"
"32564","639","U2"
"32565","639","U2"
"32566","645","U7"
"32567","652","U15"
"32568","1620","1000000"
"32569","267","G43"
"32570","267","G43"
"32571","267","G43"
"32572","267","G43"
"32573","267","G43"
"32574","267","G43"
"32575","267","G43"
"32576","267","G43"
"32577","267","G43"
"32578","267","G43"
"32579","267","G43"
"32580","161","D46"
"32581","161","D46"
"32582","311","I10"
"32583","311","I10"
"32750","1","A1"
"32751","1","A1"
"32752","251","G1"
"32753","1765","Z7"
"32754","1765","Z7"
"32755","368","M17"
"32756","368","M17"
"32757","368","M17"
"32758","1","A1"
"32759","1","A1"
"32760","43","A24"
"32761","274","G41"
"32762","151","D36"
"32763","368","M17"
"32764","332","K5"
"32765","695","V28"
"32766","1197","10"
"32767","1","A1"
"32768","251","G1"
"32769","251","G1"
"32770","43","A24"
"32771","128","D4"
"32772","368","M17"
"32773","368","M17"
"32774","236","F31"
"32775","521","R14"
"32776","309","I9"
"32777","362","M16"
"32778","427","N36"
"32779","432","N35"
"32780","739","Z1"
"32781","739","Z1"
"32782","706","W9"
"32783","695","V28"
"32784","587","S29"
"32785","587","S29"
"32786","265","G17"
"32787","265","G17"
"32788","265","G17"
"32789","1","A1"
"32790","3","A2"
"32791","3","A2"
"32792","50","A21"
"32793","43","A24"
"32794","43","A24"
"32795","53","A35"
"32796","755","Aa17"
"32797","137","D21"
"32798","144","D28"
"32799","151","D36"
"32800","153","D41"
"32801","161","D46"
"32802","169","D54"
"32803","173","D58"
"32804","173","D58"
"32805","173","D58"
"32806","235","F18"
"32807","243","F30"
"32808","240","F35"
"32809","1562","Ff100"
"32810","251","G1"
"32811","251","G1"
"32812","251","G1"
"32813","251","G1"
"32814","251","G1"
"32815","251","G1"
"32816","251","G1"
"32817","265","G17"
"32818","265","G17"
"32819","265","G17"
"32820","265","G17"
"32821","265","G17"
"32822","265","G17"
"32823","287","G37"
"32824","309","I9"
"32825","354","M12"
"32826","364","M14"
"32827","368","M17"
"32828","368","M17"
"32829","368","M17"
"32830","368","M17"
"32831","368","M17"
"32832","368","M17"
"32833","368","M17"
"32834","367","M40"
"32835","394","N5"
"32836","432","N35"
"32837","432","N35"
"32838","432","N35"
"32839","432","N35"
"32840","432","N35"
"32841","432","N35"
"32842","432","N35"
"32843","432","N35"
"32844","432","N35"
"32845","432","N35"
"32846","432","N35"
"32847","432","N35"
"32848","432","N35"
"32849","432","N35"
"32850","432","N35"
"32851","432","N35"
"32852","432","N35"
"32853","432","N35"
"32854","1621","10"
"32855","1621","10"
"32856","452","O4"
"32857","452","O4"
"32858","452","O4"
"32859","452","O4"
"32860","452","O4"
"32861","452","O4"
"32863","501","P6"
"32864","587","S29"
"32865","587","S29"
"32866","587","S29"
"32867","587","S29"
"32868","658","U28"
"32869","658","U28"
"32870","658","U28"
"32871","695","V28"
"32872","695","V28"
"32873","695","V28"
"32874","695","V28"
"32875","695","V28"
"32876","695","V28"
"32877","709","W22"
"32878","710","W89"
"32879","710","W89"
"32880","710","W89"
"32881","709","W22"
"32882","710","W89"
"32883","709","W22"
"32884","709","W22"
"32885","712","W25"
"32886","712","W25"
"32887","712","W25"
"32888","712","W25"
"32889","728","X1"
"32890","728","X1"
"32891","728","X1"
"32892","728","X1"
"32893","728","X1"
"32894","728","X1"
"32895","728","X1"
"32896","728","X1"
"32897","728","X1"
"32898","728","X1"
"32899","734","Y1"
"32900","734","Y1"
"32901","734","Y1"
"32902","739","Z1"
"32903","739","Z1"
"32904","1615","1"
"32905","1615","1"
"32906","1615","1"
"32907","1615","1"
"32908","1615","1"
"32909","1615","1"
"32910","739","Z1"
"32911","739","Z1"
"32912","740","Z4"
"32913","740","Z4"
"32914","1765","Z7"
"32915","1765","Z7"
"32916","1765","Z7"
"32917","744","Z9"
"32918","744","Z9"
"32919","1","A1"
"32920","3","A2"
"32921","43","A24"
"32922","746","Aa1"
"32923","144","D28"
"32924","173","D58"
"32925","212","F13"
"32926","1562","Ff100"
"32927","251","G1"
"32928","265","G17"
"32929","362","M16"
"32930","368","M17"
"32931","367","M40"
"32932","432","N35"
"32933","432","N35"
"32934","432","N35"
"32935","432","N35"
"32936","1615","1"
"32937","1615","1"
"32938","1615","1"
"32939","1615","1"
"32940","1615","1"
"32941","1621","10"
"32942","1621","10"
"32943","509","Q3"
"32944","695","V28"
"32945","699","V31"
"32946","709","W22"
"32947","712","W25"
"32948","728","X1"
"32949","728","X1"
"32950","728","X1"
"32951","1765","Z7"
"32952","1765","Z7"
"32953","744","Z9"
"32954","394","N5"
"32955","1","A1"
"32956","259","G7"
"32957","259","G7"
"32958","251","G1"
"32959","251","G1"
"32960","251","G1"
"32961","251","G1"
"32962","265","G17"
"32963","265","G17"
"32964","265","G17"
"32965","265","G17"
"32966","265","G17"
"32967","6","A26"
"32968","1765","Z7"
"32969","1765","Z7"
"32970","1765","Z7"
"32971","1765","Z7"
"32972","1765","Z7"
"32973","1765","Z7"
"32974","1765","Z7"
"32975","274","G41"
"32976","274","G41"
"32977","274","G41"
"32978","274","G41"
"32979","124","D2"
"32980","124","D2"
"32981","124","D2"
"32982","124","D2"
"32983","128","D4"
"32984","137","D21"
"32985","137","D21"
"32986","137","D21"
"32987","137","D21"
"32988","137","D21"
"32989","151","D36"
"32990","368","M17"
"32991","368","M17"
"32992","368","M17"
"32993","368","M17"
"32994","368","M17"
"32995","368","M17"
"32996","368","M17"
"32997","368","M17"
"32998","368","M17"
"32999","368","M17"
"33000","169","D54"
"33001","173","D58"
"33002","349","M4"
"33003","223","F25"
"33004","372","M23"
"33005","394","N5"
"33006","394","N5"
"33007","426","N23"
"33008","429","N37"
"33009","429","N37"
"33010","432","N35"
"33011","432","N35"
"33012","432","N35"
"33013","432","N35"
"33014","452","O4"
"33015","456","O1"
"33016","456","O1"
"33017","456","O1"
"33018","456","O1"
"33019","456","O1"
"33020","509","Q3"
"33021","531","R8"
"33022","746","Aa1"
"33023","746","Aa1"
"33024","746","Aa1"
"33025","746","Aa1"
"33026","746","Aa1"
"33027","573","S20"
"33028","1615","1"
"33029","739","Z1"
"33030","739","Z1"
"33031","739","Z1"
"33032","739","Z1"
"33033","739","Z1"
"33034","739","Z1"
"33035","728","X1"
"33036","728","X1"
"33037","728","X1"
"33038","728","X1"
"33039","728","X1"
"33040","573","S20"
"33041","711","W24"
"33042","587","S29"
"33043","599","S43"
"33044","1","A1"
"33045","1","A1"
"33046","1","A1"
"33047","1","A1"
"33048","1","A1"
"33049","1","A1"
"33050","1","A1"
"33051","1","A1"
"33052","43","A24"
"33053","43","A24"
"33054","746","Aa1"
"33055","755","Aa17"
"33056","137","D21"
"33057","144","D28"
"33058","151","D36"
"33059","231","F4"
"33060","229","F12"
"33061","240","F35"
"33062","251","G1"
"33063","256","G5"
"33064","256","G5"
"33065","265","G17"
"33066","265","G17"
"33067","265","G17"
"33068","265","G17"
"33069","265","G17"
"33070","265","G17"
"33071","362","M16"
"33072","368","M17"
"33073","368","M17"
"33074","368","M17"
"33075","368","M17"
"33076","368","M17"
"33077","368","M17"
"33078","369","M18"
"33079","394","N5"
"33080","394","N5"
"33081","394","N5"
"33082","394","N5"
"33083","394","N5"
"33084","403","N14"
"33085","408","N25"
"33086","398","N28"
"33087","398","N28"
"33088","398","N28"
"33089","432","N35"
"33090","456","O1"
"33091","509","Q3"
"33092","587","S29"
"33093","587","S29"
"33094","587","S29"
"33095","587","S29"
"33096","695","V28"
"33097","695","V28"
"33098","695","V28"
"33099","698","V30"
"33100","728","X1"
"33101","728","X1"
"33102","734","Y1"
"33103","734","Y1"
"33104","733","Y3"
"33105","733","Y3"
"33106","739","Z1"
"33107","739","Z1"
"33108","739","Z1"
"33109","739","Z1"
"33110","1765","Z7"
"33111","1765","Z7"
"33112","372","M23"
"33113","372","M23"
"33114","733","Y3"
"33115","1197","10"
"33116","1197","10"
"33117","1197","10"
"33118","1765","Z7"
"33119","137","D21"
"33120","169","D54"
"33121","372","M23"
"33122","368","M17"
"33123","329","K1"
"33124","432","N35"
"33125","735","Y5"
"33126","265","G17"
"33127","1","A1"
"33128","329","K1"
"33129","408","N25"
"33130","432","N35"
"33131","728","X1"
"33133","1387","G68A"
"33156","1765","Z7"
"33157","368","M17"
"33158","161","D46"
"33159","372","M23"
"33160","394","N5"
"33161","394","N5"
"33162","394","N5"
"33163","432","N35"
"33164","456","O1"
"33165","478","O34"
"33166","712","W25"
"33167","710","W89"
"33168","695","V28"
"33169","695","V28"
"33170","587","S29"
"33171","265","G17"
"33172","265","G17"
"33173","1197","10"
"33174","1","A1"
"33175","281","G29"
"33176","368","M17"
"33177","432","N35"
"33178","286","G36"
"33179","699","V31"
"33180","1","A1"
"33181","251","G1"
"33182","274","G41"
"33183","295","G47"
"33184","137","D21"
"33185","739","Z1"
"33186","739","Z1"
"33187","609","T14"
"33188","271","G39"
"33189","281","G29"
"33190","137","D21"
"33191","368","M17"
"33192","368","M17"
"33193","368","M17"
"33194","169","D54"
"33195","364","M14"
"33196","394","N5"
"33197","432","N35"
"33198","432","N35"
"33199","456","O1"
"33200","739","Z1"
"33201","699","V31"
"33202","521","R14"
"33203","695","V28"
"33204","587","S29"
"33205","265","G17"
"33206","265","G17"
"33207","1","A1"
"33208","1","A1"
"33209","1","A1"
"33210","4","A17"
"33211","765","Aa28"
"33212","137","D21"
"33213","137","D21"
"33214","151","D36"
"33215","151","D36"
"33216","151","D36"
"33217","154","D37"
"33218","154","D37"
"33219","154","D37"
"33220","167","D53"
"33221","169","D54"
"33222","173","D58"
"33223","173","D58"
"33224","175","E1"
"33225","236","F31"
"33226","240","F35"
"33227","251","G1"
"33228","251","G1"
"33229","265","G17"
"33230","265","G17"
"33231","265","G17"
"33232","271","G39"
"33233","267","G43"
"33234","267","G43"
"33235","309","I9"
"33236","309","I9"
"33237","309","I9"
"33238","309","I9"
"33239","309","I9"
"33240","309","I9"
"33241","309","I9"
"33242","309","I9"
"33243","349","M4"
"33244","362","M16"
"33245","368","M17"
"33246","368","M17"
"33247","368","M17"
"33248","368","M17"
"33249","368","M17"
"33250","347","M3"
"33251","1623","1000"
"33252","728","X1"
"33264","161","D46"
"33267","357","M9"
"33276","259","G7"
"33361","123","D1"
"33362","251","G1"
"33363","394","N5"
"33364","398","N28"
"33365","414","N31"
"33368","456","O1"
"33369","443","O6"
"33376","666","U36"
"33379","728","X1"
"33380","728","X1"
"33392","3","A2"
"33467","169","D54"
"33468","169","D54"
"33469","169","D54"
"33470","169","D54"
"33471","137","D21"
"33472","137","D21"
"33473","151","D36"
"33474","159","D40"
"33475","229","F12"
"33476","256","G5"
"33477","256","G5"
"33478","259","G7"
"33479","259","G7"
"33480","309","I9"
"33481","349","M4"
"33482","368","M17"
"33483","368","M17"
"33484","368","M17"
"33485","372","M23"
"33486","394","N5"
"33487","408","N25"
"33488","398","N28"
"33489","432","N35"
"33490","432","N35"
"33491","566","S12"
"33492","587","S29"
"33493","611","T10"
"33495","609","T14"
"33496","645","U7"
"33497","711","W24"
"33498","728","X1"
"33499","728","X1"
"33500","739","Z1"
"33502","128","D4"
"33503","251","G1"
"33504","241","F34"
"33505","240","F35"
"33506","240","F35"
"33507","251","G1"
"33508","259","G7"
"33509","265","G17"
"33510","280","G28"
"33511","369","M18"
"33512","443","O6"
"33513","639","U2"
"33514","728","X1"
"33515","733","Y3"
"33516","739","Z1"
"33517","739","Z1"
"33518","739","Z1"
"33519","1","A1"
"33520","128","D4"
"33521","127","D13"
"33522","137","D21"
"33523","137","D21"
"33524","137","D21"
"33525","151","D36"
"33526","161","D46"
"33527","161","D46"
"33528","212","F13"
"33529","240","F35"
"33530","240","F35"
"33531","265","G17"
"33532","1765","Z7"
"33533","309","I9"
"33534","309","I9"
"33535","309","I9"
"33536","309","I9"
"33537","309","I9"
"33538","311","I10"
"33539","368","M17"
"33540","368","M17"
"33541","432","N35"
"33542","432","N35"
"33543","432","N35"
"33544","443","O6"
"33545","531","R8"
"33546","734","Y1"
"33547","733","Y3"
"33548","739","Z1"
"33549","1","A1"
"33550","3","A2"
"33551","217","F21"
"33552","256","G5"
"33553","265","G17"
"33554","1765","Z7"
"33555","349","M4"
"33556","368","M17"
"33557","368","M17"
"33558","509","Q3"
"33559","240","F35"
"33560","733","Y3"
"33561","739","Z1"
"33562","372","M23"
"33563","1","A1"
"33564","1","A1"
"33565","1","A1"
"33566","3","A2"
"33567","3","A2"
"33568","43","A24"
"33569","124","D2"
"33570","128","D4"
"33571","137","D21"
"33572","137","D21"
"33573","137","D21"
"33574","137","D21"
"33575","137","D21"
"33576","137","D21"
"33635","191","E34"
"33636","229","F12"
"33637","212","F13"
"33638","212","F13"
"33639","212","F13"
"33640","212","F13"
"33641","240","F35"
"33642","240","F35"
"33643","256","G5"
"33644","259","G7"
"33645","259","G7"
"33646","271","G39"
"33647","274","G41"
"33648","1765","Z7"
"33649","1765","Z7"
"33650","295","G47"
"33651","309","I9"
"33652","309","I9"
"33653","368","M17"
"33654","368","M17"
"33655","368","M17"
"33656","368","M17"
"33657","368","M17"
"33658","368","M17"
"33659","368","M17"
"33660","368","M17"
"33661","368","M17"
"33662","394","N5"
"33663","412","N29"
"33664","412","N29"
"33665","414","N31"
"33666","414","N31"
"33667","432","N35"
"33668","432","N35"
"33669","456","O1"
"33670","456","O1"
"33671","443","O6"
"33672","468","O28"
"33673","470","O29"
"33674","470","O29"
"33675","478","O34"
"33676","435","O49"
"33677","531","R8"
"33678","271","G39"
"33679","645","U7"
"33680","663","U33"
"33681","698","V30"
"33682","698","V30"
"33683","711","W24"
"33684","728","X1"
"33685","728","X1"
"33686","728","X1"
"33687","728","X1"
"33688","733","Y3"
"33689","733","Y3"
"33690","739","Z1"
"33691","739","Z1"
"33692","739","Z1"
"33693","739","Z1"
"33694","739","Z1"
"33695","739","Z1"
"33696","1461","Z3A"
"33697","154","D37"
"33698","265","G17"
"33699","309","I9"
"33700","368","M17"
"33701","368","M17"
"33702","368","M17"
"33703","1130","M27"
"33704","407","N16"
"33705","407","N16"
"33706","432","N35"
"33707","698","V30"
"33708","733","Y3"
"33709","761","Aa24"
"33710","128","D4"
"33711","128","D4"
"33712","128","D4"
"33713","128","D4"
"33714","128","D4"
"33715","128","D4"
"33716","128","D4"
"33717","137","D21"
"33718","137","D21"
"33719","137","D21"
"33720","137","D21"
"33721","161","D46"
"33722","174","D60"
"33723","191","E34"
"33724","212","F13"
"33725","220","F27"
"33726","240","F35"
"33727","240","F35"
"33728","259","G7"
"33729","259","G7"
"33730","259","G7"
"33731","1765","Z7"
"33732","1765","Z7"
"33733","308","H8"
"33734","309","I9"
"33735","309","I9"
"33736","309","I9"
"33737","309","I9"
"33738","311","I10"
"33739","313","I12"
"33740","368","M17"
"33741","408","N25"
"33742","414","N31"
"33743","414","N31"
"33744","432","N35"
"33745","429","N37"
"33746","456","O1"
"33747","456","O1"
"33748","443","O6"
"33749","443","O6"
"33750","698","V30"
"33751","698","V30"
"33752","728","X1"
"33753","728","X1"
"33754","728","X1"
"33755","728","X1"
"33756","733","Y3"
"33757","733","Y3"
"33758","739","Z1"
"33759","739","Z1"
"33760","739","Z1"
"33761","1461","Z3A"
"33762","1","A1"
"33763","1","A1"
"33764","281","G29"
"33765","432","N35"
"33766","742","Z3"
"33767","212","F13"
"33768","368","M17"
"33769","728","X1"
"33770","733","Y3"
"33771","739","Z1"
"33772","739","Z1"
"33773","128","D4"
"33774","128","D4"
"33775","128","D4"
"33776","128","D4"
"33777","251","G1"
"33778","256","G5"
"33779","274","G41"
"33780","357","M9"
"33781","357","M9"
"33782","357","M9"
"33783","357","M9"
"33784","357","M9"
"33785","368","M17"
"33786","414","N31"
"33787","456","O1"
"33788","597","S42"
"33789","698","V30"
"33790","733","Y3"
"33791","739","Z1"
"33792","739","Z1"
"33793","128","D4"
"33794","169","D54"
"33796","1765","Z7"
"33797","1765","Z7"
"33799","128","D4"
"33800","256","G5"
"33801","429","N37"
"33802","728","X1"
"33803","137","D21"
"33804","349","M4"
"33805","394","N5"
"33806","401","N11"
"33807","456","O1"
"33808","465","O50"
"33809","728","X1"
"33810","728","X1"
"33811","739","Z1"
"33812","739","Z1"
"33813","1","A1"
"33814","128","D4"
"33816","357","M9"
"33817","128","D4"
"33818","357","M9"
"33819","357","M9"
"33820","233","F22"
"33821","271","G39"
"33822","1765","Z7"
"33823","429","N37"
"33824","698","V30"
"33825","1","A1"
"33826","3","A2"
"33827","3","A2"
"33828","3","A2"
"33829","137","D21"
"33830","137","D21"
"33831","154","D37"
"33832","154","D37"
"33833","169","D54"
"33834","236","F31"
"33835","265","G17"
"33836","274","G41"
"33837","1765","Z7"
"33838","1765","Z7"
"33839","368","M17"
"33840","368","M17"
"33841","368","M17"
"33842","587","S29"
"33843","587","S29"
"33844","680","V6"
"33845","695","V28"
"33846","699","V31"
"33849","728","X1"
"33850","728","X1"
"33851","1461","Z3A"
"33852","740","Z4"
"33853","128","D4"
"33854","231","F4"
"33903","1","A1"
"33904","1","A1"
"33905","1","A1"
"33906","1","A1"
"33907","236","F31"
"33908","251","G1"
"33909","309","I9"
"33910","368","M17"
"33911","368","M17"
"33912","368","M17"
"33913","401","N11"
"33914","426","N23"
"33915","426","N23"
"33916","432","N35"
"33917","432","N35"
"33918","432","N35"
"33919","509","Q3"
"33920","572","S19"
"33921","587","S29"
"33922","698","V30"
"33923","709","W22"
"33924","728","X1"
"33925","739","Z1"
"33926","740","Z4"
"33927","745","Z5"
"33928","745","Z5"
"33929","745","Z5"
"33931","169","D54"
"33932","169","D54"
"33933","169","D54"
"33934","169","D54"
"33935","169","D54"
"33936","169","D54"
"33937","169","D54"
"33938","169","D54"
"33939","587","S29"
"33941","658","U28"
"33942","1","A1"
"33943","1","A1"
"33944","43","A24"
"33945","58","B1"
"33946","124","D2"
"33947","137","D21"
"33948","151","D36"
"33949","151","D36"
"33950","265","G17"
"33951","1765","Z7"
"33952","368","M17"
"33953","368","M17"
"33954","368","M17"
"33955","368","M17"
"33956","368","M17"
"33957","432","N35"
"33958","432","N35"
"33963","587","S29"
"33965","658","U28"
"33966","587","S29"
"33968","658","U28"
"34156","1436","R8A"
"34157","1436","R8A"
"34158","1436","R8A"
"34159","1436","R8A"
"34160","1436","R8A"
"34161","1436","R8A"
"34162","1436","R8A"
"34163","1436","R8A"
"34164","1436","R8A"
"34165","1436","R8A"
"34166","1436","R8A"
"34167","1436","R8A"
"34168","1436","R8A"
"34169","1436","R8A"
"34170","1436","R8A"
"34171","1436","R8A"
"34173","1436","R8A"
"34174","1436","R8A"
"34175","1436","R8A"
"34176","1436","R8A"
"34177","1436","R8A"
"34178","1436","R8A"
"34179","1436","R8A"
"34182","1436","R8A"
"34209","1438","N35A"
"34210","1438","N35A"
"34211","1438","N35A"
"34212","1438","N35A"
"34213","1438","N35A"
"34214","1438","N35A"
"34215","1438","N35A"
"34216","1438","N35A"
"34217","1438","N35A"
"34218","1438","N35A"
"34219","1438","N35A"
"34220","1438","N35A"
"34221","1438","N35A"
"34222","1438","N35A"
"34223","1438","N35A"
"34224","1438","N35A"
"34225","1438","N35A"
"34226","1438","N35A"
"34227","1438","N35A"
"34228","1438","N35A"
"34229","1438","N35A"
"34230","1438","N35A"
"34231","1438","N35A"
"34232","1438","N35A"
"34233","1438","N35A"
"34234","1438","N35A"
"34235","1438","N35A"
"34239","1438","N35A"
"34240","1438","N35A"
"34242","1438","N35A"
"34243","1438","N35A"
"34244","1438","N35A"
"34245","1438","N35A"
"34246","1438","N35A"
"34247","1438","N35A"
"34248","1438","N35A"
"34258","1438","N35A"
"34259","1438","N35A"
"34260","1438","N35A"
"34261","1438","N35A"
"34262","1438","N35A"
"34263","1438","N35A"
"34264","1438","N35A"
"34265","1438","N35A"
"34266","1438","N35A"
"34267","1438","N35A"
"34268","1438","N35A"
"34269","1438","N35A"
"34270","1438","N35A"
"34271","1438","N35A"
"34272","1438","N35A"
"34273","1438","N35A"
"34280","1438","N35A"
"34281","1438","N35A"
"34288","1438","N35A"
"34289","1438","N35A"
"34290","1438","N35A"
"34293","1438","N35A"
"34294","1438","N35A"
"34295","1438","N35A"
"34296","1438","N35A"
"34297","1438","N35A"
"34298","1438","N35A"
"34299","1438","N35A"
"34300","1438","N35A"
"34301","1438","N35A"
"34305","1439","M22-M22"
"34306","1439","M22-M22"
"34307","1439","M22-M22"
"34308","1439","M22-M22"
"34309","1439","M22-M22"
"34310","1439","M22-M22"
"34311","1439","M22-M22"
"34312","1439","M22-M22"
"34313","1439","M22-M22"
"34314","1439","M22-M22"
"34315","1439","M22-M22"
"34316","1439","M22-M22"
"34317","1439","M22-M22"
"34318","1439","M22-M22"
"34319","1439","M22-M22"
"34320","1439","M22-M22"
"34321","1439","M22-M22"
"34322","1439","M22-M22"
"34323","1439","M22-M22"
"34324","1439","M22-M22"
"34325","1439","M22-M22"
"34326","1439","M22-M22"
"34327","1439","M22-M22"
"34395","1436","R8A"
"34466","1440","I44"
"34698","1","A1"
"34699","1","A1"
"34700","1","A1"
"34701","251","G1"
"34702","265","G17"
"34703","265","G17"
"34704","265","G17"
"34705","265","G17"
"34706","265","G17"
"34707","4","A17"
"34708","128","D4"
"34709","128","D4"
"34710","128","D4"
"34711","137","D21"
"34712","137","D21"
"34713","137","D21"
"34714","147","D35"
"34715","151","D36"
"34716","368","M17"
"34717","368","M17"
"34718","368","M17"
"34719","368","M17"
"34720","368","M17"
"34721","368","M17"
"34722","161","D46"
"34723","161","D46"
"34724","173","D58"
"34725","226","F26"
"34726","309","I9"
"34727","309","I9"
"34728","309","I9"
"34729","309","I9"
"34730","309","I9"
"34731","309","I9"
"34732","309","I9"
"34733","320","I5A"
"34734","429","N37"
"34735","432","N35"
"34736","432","N35"
"34737","432","N35"
"34738","432","N35"
"34739","432","N35"
"34740","432","N35"
"34741","432","N35"
"34742","432","N35"
"34743","432","N35"
"34744","432","N35"
"34745","432","N35"
"34746","432","N35"
"34747","470","O29"
"34748","509","Q3"
"34749","509","Q3"
"34750","509","Q3"
"34751","509","Q3"
"34752","509","Q3"
"34753","526","R4"
"34754","746","Aa1"
"34755","735","Y5"
"34756","734","Y1"
"34757","733","Y3"
"34758","728","X1"
"34759","728","X1"
"34760","728","X1"
"34761","728","X1"
"34762","728","X1"
"34763","728","X1"
"34764","728","X1"
"34765","712","W25"
"34766","711","W24"
"34767","699","V31"
"34768","698","V30"
"34769","587","S29"
"34770","587","S29"
"34771","267","G43"
"34772","267","G43"
"34773","267","G43"
"34774","267","G43"
"34775","267","G43"
"34776","267","G43"
"34777","267","G43"
"34778","267","G43"
"34779","327","I7"
"34780","251","G1"
"34781","251","G1"
"34782","43","A24"
"34783","43","A24"
"34784","150","D45"
"34785","368","M17"
"34786","368","M17"
"34787","169","D54"
"34788","347","M3"
"34789","369","M18"
"34790","384","M2"
"34791","382","Z11"
"34792","432","N35"
"34793","734","Y1"
"34794","728","X1"
"34795","728","X1"
"34796","695","V28"
"34797","265","G17"
"34798","1197","10"
"34799","1197","10"
"34800","1","A1"
"34801","1","A1"
"34802","1","A1"
"34803","1","A1"
"34804","1","A1"
"34805","1","A1"
"34806","1","A1"
"34807","1","A1"
"34808","1","A1"
"34809","1","A1"
"34810","251","G1"
"34811","199","E23"
"34812","43","A24"
"34813","271","G39"
"34814","686","V19"
"34815","686","V19"
"34816","686","V19"
"34817","686","V19"
"34818","144","D28"
"34819","144","D28"
"34820","144","D28"
"34821","151","D36"
"34822","151","D36"
"34823","151","D36"
"34824","368","M17"
"34825","173","D58"
"34826","173","D58"
"34827","240","F35"
"34828","309","I9"
"34829","347","M3"
"34830","347","M3"
"34831","398","N28"
"34832","412","N29"
"34833","432","N35"
"34834","432","N35"
"34835","432","N35"
"34836","468","O28"
"34837","509","Q3"
"34838","755","Aa17"
"34839","755","Aa17"
"34840","755","Aa17"
"34841","745","Z5"
"34842","745","Z5"
"34843","739","Z1"
"34844","1765","Z7"
"34845","739","Z1"
"34846","739","Z1"
"34847","739","Z1"
"34848","739","Z1"
"34849","739","Z1"
"34850","733","Y3"
"34851","587","S29"
"34852","684","V13"
"34855","265","G17"
"34856","1765","Z7"
"34857","1765","Z7"
"34858","1765","Z7"
"34859","1765","Z7"
"34916","1","A1"
"34918","1","A1"
"34919","1","A1"
"34920","267","G43"
"34921","291","G35"
"34922","291","G35"
"34923","128","D4"
"34924","128","D4"
"34925","128","D4"
"34926","137","D21"
"34927","137","D21"
"34928","137","D21"
"34929","137","D21"
"34930","137","D21"
"34931","137","D21"
"34932","151","D36"
"34933","137","D21"
"34934","137","D21"
"34935","137","D21"
"34936","151","D36"
"34937","161","D46"
"34938","220","F27"
"34939","220","F27"
"34940","240","F35"
"34942","240","F35"
"34943","240","F35"
"34944","309","I9"
"34945","309","I9"
"34946","309","I9"
"34947","309","I9"
"34948","309","I9"
"34949","309","I9"
"34950","309","I9"
"34951","311","I10"
"34952","311","I10"
"34953","324","I6"
"34954","324","I6"
"34955","347","M3"
"34956","347","M3"
"34957","394","N5"
"34958","394","N5"
"34959","432","N35"
"34960","456","O1"
"34961","758","Aa20"
"34962","758","Aa20"
"34963","746","Aa1"
"34964","746","Aa1"
"34965","746","Aa1"
"34966","746","Aa1"
"34967","1564","1"
"34968","728","X1"
"34969","728","X1"
"34970","728","X1"
"34971","728","X1"
"34972","579","S23"
"34973","698","V30"
"34974","698","V30"
"34975","698","V30"
"34976","587","S29"
"34977","587","S29"
"34978","587","S29"
"34979","587","S29"
"34980","587","S29"
"34981","587","S29"
"34983","592","S38"
"34984","614","T12"
"34985","587","S29"
"34986","614","T12"
"34987","658","U28"
"34988","658","U28"
"34989","658","U28"
"34990","267","G43"
"34992","128","D4"
"34993","128","D4"
"34994","128","D4"
"34995","128","D4"
"34996","137","D21"
"34997","137","D21"
"34998","137","D21"
"34999","151","D36"
"35000","151","D36"
"35001","137","D21"
"35002","137","D21"
"35003","137","D21"
"35004","137","D21"
"35005","137","D21"
"35006","151","D36"
"35007","151","D36"
"35008","151","D36"
"35009","220","F27"
"35010","220","F27"
"35011","240","F35"
"35012","240","F35"
"35013","240","F35"
"35014","240","F35"
"35015","240","F35"
"35016","309","I9"
"35017","309","I9"
"35018","309","I9"
"35019","309","I9"
"35020","309","I9"
"35021","309","I9"
"35022","309","I9"
"35023","394","N5"
"35024","432","N35"
"35025","432","N35"
"35026","432","N35"
"35027","758","Aa20"
"35028","758","Aa20"
"35029","728","X1"
"35030","587","S29"
"35031","587","S29"
"35032","587","S29"
"35033","587","S29"
"35034","614","T12"
"35035","628","T28"
"35109","1","A1"
"35110","1","A1"
"35111","1","A1"
